啊	a
爆	bcv
褒	bcw
包	bcy
雹	bcz
佰	bdo
百	bdp
柏	bdq
败	bdr
摆	bds
稗	bdu
拜	bdz
苯	bfc
锛	bfh
犇	bfj
笨	bfk
畚	bfl
倴	bfo
栟	bfq
奔	bfv
贲	bfw
祊	bgb
甏	bge
嘣	bgg
镚	bgh
迸	bgj
绷	bgk
琫	bgl
甭	bgp
蹦	bgt
泵	bgu
浜	bha
蒡	bhc
谤	bhe
膀	bhf
𠳐	bhg
镑	bhh
绑	bhk
玤	bhl
傍	bho
邦	bhp
棒	bhq
搒	bhs
磅	bhu
泌	bia
裨	bib
蔽	bic
狴	bid
诐	bie
币	bif
鄙	big
毕	bih
庇	bii
弊	bij
笔	bik
碧	bil
必	bin
彼	bio
逼	bip
赑	bir
鲾	bis
畀	bit
秘	biu
婢	biw
鼻	bix
闭	biy
避	biz
湴	bja
昄	bjb
般	bjd
坂	bje
钣	bjh
瘢	bji
半	bjj
绊	bjk
班	bjl
阪	bjn
版	bjo
板	bjq
搬	bjs
瓣	bjw
冰	bka
昺	bkb
病	bki
饼	bkm
禀	bkn
丙	bkp
柄	bkq
摒	bks
兵	bkt
秉	bku
炳	bkv
屏	bkz
汴	bma
褊	bmb
苄	bmc
变	bme
鞭	bmi
编	bmk
弁	bml
卞	bmn
便	bmo
蝙	bmp
贬	bmr
鳊	bms
砭	bmu
煸	bmv
辩	bmw
匾	bmy
遍	bmz
瀌	bna
裱	bnb
藨	bnc
膘	bnf
镖	bnh
瘭	bni
骉	bnj
俵	bno
标	bnq
摽	bns
幖	bnt
飙	bnv
婊	bnw
彪	bny
波	boa
袯	bob
薄	boc
舶	bod
脖	bof
啵	bog
钵	boh
驳	boj
簸	bok
玻	bol
饽	bom
亳	bon
伯	boo
剥	bop
柏	boq
播	bos
跛	bot
礴	bou
勃	bow
帛	box
卜	boy
擘	boz
瘪	bpi
憋	bpj
癿	bpx
补	bub
蔀	buc
埠	bue
醭	buf
哺	bug
钚	buh
簿	buk
逋	bum
怖	bun
堡	buo
捕	bus
步	but
布	buw
卜	buy
𬇙	bwa
褙	bwb
蓓	bwc
狈	bwd
呗	bwg
钡	bwh
鞁	bwi
备	bwl
糒	bwm
悖	bwn
北	bwo
杯	bwq
贝	bwr
碑	bwu
焙	bwv
孛	bww
卑	bwx
臂	bwz
嚓	cag
漕	cca
艚	ccd
嘈	ccg
糙	ccm
曹	ccp
槽	ccq
操	ccs
𥕢	ccu
睬	cdb
蔡	cdc
猜	cdd
偲	cdo
材	cdq
财	cdr
踩	cdt
裁	cdw
彩	cdz
测	cea
厕	cei
恻	cen
侧	ceo
册	cey
涔	cfa
参	cfl
噌	cgg
嶒	cgm
蹭	cgt
层	cgz
沧	cha
苍	chc
舱	chd
伧	cho
仓	chv
瓷	cia
祠	cib
茨	cic
词	cie
呲	cig
刺	cih
疵	cii
慈	cij
玼	cil
糍	cim
伺	cio
赐	cir
此	cit
磁	ciu
辞	ciw
差	ciz
骖	cjj
璨	cjl
惨	cjn
䅟	cju
灿	cjv
黪	cjx
餐	cjy
莝	coc
脞	cof
锉	coh
厝	coi
瑳	col
嵯	com
棤	coq
措	cos
蹉	cot
磋	cou
矬	cov
鹾	coy
爨	crf
镩	crh
篡	crk
攒	crs
蹿	crt
汆	crv
淙	csa
葱	csc
聪	csd
骢	csj
琮	csl
悰	csn
枞	csq
匆	cst
丛	csv
囱	csz
蔟	cuc
猝	cud
醋	cuf
簇	cuk
粗	cum
卒	cun
徂	cuo
蹴	cut
蹙	cux
殂	cuy
淬	cva
萃	cvc
啐	cvg
瘁	cvi
缞	cvk
璀	cvl
崔	cvm
悴	cvn
催	cvo
榱	cvq
毳	cvr
摧	cvs
翠	cvv
皴	cyl
忖	cyn
邨	cyp
寸	cyt
存	cyw
辏	czd
腠	czf
溚	daa
褡	dab
荙	dac
垯	dae
哒	dag
𨱏	dah
瘩	dai
答	dak
怛	dan
打	das
跶	dat
鿎	dau
达	dav
妲	daw
沓	dax
盗	dca
祷	dcb
舠	dcd
叨	dcg
道	dcj
纛	dcl
悼	dcn
导	dco
岛	dcp
捣	dcs
刀	dct
稻	dcu
氘	dcw
轪	ddd
埭	dde
呆	ddg
骀	ddj
绐	ddk
怠	ddl
代	ddo
逮	ddp
大	ddv
戴	ddw
歹	ddy
地	dee
嘚	deg
锝	deh
德	deo
澄	dga
瞪	dgb
噔	dgg
镫	dgh
邓	dgl
嶝	dgm
蹬	dgt
磴	dgu
灯	dgv
登	dgy
𬍡	dha
裆	dhb
荡	dhc
垱	dhe
铛	dhh
筜	dhk
珰	dhl
档	dhq
党	dhr
挡	dhs
砀	dhu
凼	dhx
滴	dia
睇	dib
蒂	dic
狄	did
地	die
嘀	dig
镝	dih
底	dii
第	dik
骶	dil
低	dio
弟	dip
棣	diq
帝	dir
抵	dis
迪	dit
砥	diu
翟	div
敌	diw
邸	diy
羝	diz
淡	dja
旦	djb
萏	djc
耽	djd
诞	dje
胆	djf
啖	djg
疸	dji
箪	djk
弹	djn
儋	djo
赕	djr
担	djs
蛋	djt
石	dju
单	djv
氮	djw
丹	djy
盯	dkb
萣	dkc
耵	dkd
订	dke
酊	dkf
叮	dkg
钉	dkh
疔	dki
玎	dkl
仃	dko
顶	dkt
碇	dku
淀	dma
坫	dme
钿	dmh
店	dmi
奠	dmj
簟	dmk
玷	dml
巅	dmm
惦	dmn
佃	dmo
垫	dms
电	dmt
碘	dmu
颠	dmw
典	dmy
殿	dmz
凋	dna
貂	dnd
调	dne
吊	dng
钓	dnh
刁	dnn
窎	dnr
鲷	dns
碉	dnu
雕	dny
裰	dob
舵	dod
垛	doe
哆	dog
铎	doh
度	doi
驮	doj
剟	dol
饳	dom
堕	don
掇	dos
踱	dot
夺	dov
朵	doy
躲	doz
昳	dpb
谍	dpe
喋	dpg
绖	dpk
叠	dpl
𫶇	dpm
牒	dpo
蝶	dpp
楪	dpq
鲽	dps
跌	dpt
碟	dpu
迭	dpv
耋	dpy
瓞	dpz
铥	dqh
塅	dre
段	drf
锻	drh
缎	drk
瑖	drl
耑	drm
椴	drq
端	drt
短	drv
洞	dsa
董	dsc
东	dsd
垌	dse
胴	dsf
咚	dsg
冬	dsl
岽	dsm
懂	dsn
侗	dso
𬟽	dsp
栋	dsq
硐	dsu
氡	dsw
渡	dua
睹	dub
芏	duc
独	dud
读	due
肚	duf
嘟	dug
镀	duh
度	dui
犊	duj
笃	duk
毒	dul
厾	dun
牍	duo
杜	duq
赌	dur
妒	duw
黩	dux
督	duy
祋	dvb
堆	dve
兑	dvj
怼	dvl
队	dvn
碓	dvu
嘚	dwg
嗲	dxg
沌	dya
盹	dyb
墩	dye
盾	dyf
吨	dyg
钝	dyh
囤	dyj
敦	dyn
蹲	dyt
礅	dyu
炖	dyv
趸	dyw
斗	dza
蔸	dzc
读	dze
钭	dzh
痘	dzi
篼	dzk
陡	dzn
豆	dzp
窦	dzr
抖	dzs
兜	dzx
涐	eea
遏	eeb
萼	eec
轭	eed
讹	eee
鹅	eef
呃	eeg
锷	eeh
厄	eei
垩	eek
噩	eel
饿	eem
阿	een
俄	eeo
蛾	eep
额	eer
鳄	ees
𥔲	eeu
娥	eew
屙	eez
蒽	enc
摁	ens
洱	era
耳	erd
咡	erg
铒	erh
珥	erl
饵	erm
陑	ern
二	erp
鲕	ers
尔	ert
贰	erx
鸸	erz
乏	faf
筏	fak
珐	fal
伐	fao
罚	faq
砝	fau
阀	fay
汾	ffa
芬	ffc
豮	ffd
坟	ffe
酚	fff
吩	ffg
忿	ffj
纷	ffk
玢	ffl
粉	ffm
愤	ffn
份	ffo
焚	ffq
鲼	ffs
奋	ffv
氛	ffw
鼢	ffx
冯	fga
葑	fgc
封	fge
唪	fgg
锋	fgh
疯	fgi
缝	fgk
丰	fgl
峰	fgm
俸	fgo
蜂	fgp
枫	fgq
赗	fgr
砜	fgu
烽	fgv
凤	fgy
奉	fgz
昉	fhb
芳	fhc
舫	fhd
访	fhe
肪	fhf
钫	fhh
牥	fhj
纺	fhk
防	fhn
仿	fho
蚄	fhp
枋	fhq
鲂	fhs
放	fhu
妨	fhw
房	fhz
泛	fja
范	fjc
犯	fjd
墦	fje
返	fjf
钒	fjh
璠	fjl
饭	fjm
繁	fjo
樊	fjq
贩	fjr
帆	fjt
矾	fju
烦	fjv
凡	fjy
翻	fjz
浮	fua
福	fub
芙	fuc
辅	fud
讣	fue
服	fuf
咐	fug
𫓧	fuh
府	fui
父	fuj
符	fuk
弗	ful
甫	fum
附	fun
佛	fuo
副	fup
罘	fuq
富	fur
扶	fus
负	fut
孵	fuu
夫	fuv
妇	fuw
阜	fux
匐	fuy
付	fuz
沸	fwa
菲	fwc
狒	fwd
诽	fwe
肥	fwf
啡	fwg
镄	fwh
废	fwi
𬴂	fwj
绯	fwk
费	fwl
飞	fwn
斐	fwo
榧	fwq
鲱	fws
妃	fww
匪	fwy
扉	fwz
缶	fzj
否	fzp
嘎	gag
钆	gah
尕	gaj
旮	gam
伽	gao
戛	gap
尜	gav
杲	gcb
藁	gcc
诰	gce
睾	gcf
镐	gch
告	gcj
篙	gck
糕	gcm
膏	gcn
槁	gcq
搞	gcs
稿	gcu
皋	gcx
羔	gcz
溉	gda
晐	gdb
荄	gdc
垓	gde
钙	gdh
戤	gdj
陔	gdn
改	gdo
丐	gdp
概	gdq
赅	gdr
盖	gdz
滆	gea
袼	geb
葛	gec
舸	ged
圪	gee
胳	gef
咯	geg
铬	geh
革	gei
骼	gel
饹	gem
隔	gen
仡	geo
蛤	gep
格	geq
割	ger
搁	ges
哥	get
硌	geu
鸽	gev
戈	gex
阁	gey
盖	gez
茛	gfc
哏	gfg
亘	gfp
根	gfq
艮	gfw
浭	gga
暅	ggb
耿	ggd
埂	gge
颈	ggf
哽	ggg
庚	ggi
绠	ggk
梗	ggq
鲠	ggs
𬒔	ggu
耕	ggw
羹	ggz
港	gha
堽	ghe
肛	ghf
钢	ghh
缸	ghj
纲	ghk
岗	ghm
杠	ghq
扛	ghs
矼	ghu
冈	ghy
戆	ghz
泔	gja
旰	gjb
苷	gjc
坩	gje
肝	gjf
甘	gji
竿	gjk
玕	gjl
敢	gjn
虷	gjp
杆	gjq
擀	gjs
赶	gjt
秆	gju
干	gjw
赣	gjz
夬	gkn
拐	gks
乖	gkw
洸	gla
逛	gld
垙	gle
胱	glf
咣	glg
广	gli
珖	gll
桄	glq
涡	goa
聒	god
埚	goe
腘	gof
呙	gog
锅	goh
国	goj
粿	gom
郭	gon
蝈	gop
椁	goq
果	got
裹	gow
虢	goz
灌	gra
祼	grb
莞	grc
贯	grd
盥	grf
罐	grj
管	grk
观	grl
馆	grm
惯	grn
倌	gro
棺	grq
官	grr
鳏	grs
爟	grv
共	gsc
功	gsf
公	gsj
珙	gsl
弓	gsn
供	gso
蚣	gsp
宫	gsr
拱	gss
觥	gst
龚	gsu
躬	gsz
沽	gua
菇	guc
轱	gud
鼓	gue
股	guf
咕	gug
古	guh
顾	gui
固	guj
箍	guk
骨	gul
崮	gum
估	guo
孤	gup
梏	guq
鲴	gus
觚	gut
姑	guw
雇	guz
晷	gvb
轨	gvd
诡	gve
庋	gvi
簋	gvk
归	gvl
刿	gvm
贵	gvp
柜	gvq
宄	gvr
龟	gvs
跪	gvt
硅	gvu
刽	gvv
妫	gvw
鬼	gvx
闺	gvy
褂	gxb
卦	gxe
胍	gxf
呱	gxg
栝	gxq
寡	gxr
刮	gxw
瓜	gxz
辊	gyd
绲	gyk
棍	gyq
鲧	gys
磙	gyu
衮	gyw
沟	gza
苟	gzc
狗	gzd
垢	gze
钩	gzh
鞲	gzi
篝	gzk
岣	gzm
佝	gzo
构	gzq
购	gzr
媾	gzw
勾	gzy
铪	hah
蛤	hap
浩	hca
昊	hcb
蒿	hcc
貉	hcd
郝	hce
号	hcg
毫	hcn
蚝	hcp
耗	hcw
皓	hcx
海	hda
胲	hdf
嗨	hdg
骇	hdj
亥	hdk
骸	hdl
孩	hdp
害	hdr
氦	hdw
河	hea
褐	heb
荷	hec
貉	hed
赫	hee
喝	heg
𬌗	heh
鞨	hei
劾	hek
翮	hel
饸	hem
何	heo
核	heq
鹤	her
龁	het
禾	heu
盒	hev
贺	hex
阂	hey
狠	hfd
𬣳	hfe
痕	hfi
恨	hfn
蘅	hgc
堼	hge
哼	hgg
珩	hgl
恒	hgn
衡	hgo
横	hgq
姮	hgw
沆	hha
巷	hhc
航	hhd
吭	hhg
绗	hhk
颃	hhn
杭	hhq
夯	hhv
汗	hja
含	hjb
菡	hjc
犴	hjd
垾	hje
酣	hjf
喊	hjg
邯	hji
琀	hjl
崡	hjm
憾	hjn
蚶	hjp
寒	hjr
撼	hjs
焊	hjv
韩	hjw
鼾	hjx
淮	hka
怀	hkn
徊	hko
槐	hkq
踝	hkt
潢	hla
晃	hlb
荒	hlc
艎	hld
谎	hle
喤	hlg
锽	hlh
癀	hli
簧	hlk
璜	hll
慌	hln
徨	hlo
蝗	hlp
鳇	hls
幌	hlt
煌	hlv
媓	hlw
皇	hlx
凰	hly
漷	hoa
祸	hob
获	hoc
嚯	hog
镬	hoh
𬴃	hoj
伙	hoo
蠖	hop
豁	hor
攉	hos
夥	hot
和	hou
火	hov
耠	how
或	hox
霍	hoz
浣	hra
㬊	hrb
荁	hrc
獾	hrd
唤	hrg
锾	hrh
痪	hri
圜	hrj
缓	hrk
环	hrl
峘	hrm
还	hrp
桓	hrq
寰	hrr
换	hrs
奂	hrt
焕	hrv
郇	hry
豢	hrz
洪	hsa
蕻	hsc
轰	hsd
讧	hse
哄	hsg
𫟹	hsh
谼	hsj
纮	hsk
玒	hsl
弘	hsn
虹	hsp
宏	hsr
竑	hst
烘	hsv
翃	hsw
訇	hsy
湖	hua
祜	hub
葫	huc
狐	hud
壶	hue
乎	huf
呼	hug
胡	huh
鹄	huj
笏	huk
瑚	hul
糊	hum
惚	hun
互	hup
槲	huq
鳠	hus
忽	hut
和	huu
煳	huv
嫭	huw
虎	huy
户	huz
汇	hva
晦	hvb
荟	hvc
讳	hve
喙	hvg
𬭬	hvh
麾	hvi
回	hvj
绘	hvk
慧	hvl
翙	hvm
悔	hvn
徽	hvo
惠	hvp
桧	hvq
贿	hvr
挥	hvs
秽	hvu
辉	hvv
灰	hvw
毁	hvx
嘿	hwg
𬭶	hwh
滑	hxa
花	hxc
猾	hxd
哗	hxg
铧	hxh
骅	hxj
砉	hxl
化	hxo
画	hxp
桦	hxq
觟	hxt
婳	hxw
划	hxx
混	hya
荤	hyc
诨	hye
珲	hyl
馄	hym
惛	hyn
魂	hyp
碈	hyu
昏	hyy
猴	hzd
堠	hze
逅	hzf
吼	hzg
𬭤	hzh
厚	hzi
篌	hzk
骺	hzl
糇	hzm
候	hzo
鲎	hzr
鲘	hzs
齁	hzx
汊	iaa
衩	iab
茶	iac
猹	iad
诧	iae
嚓	iag
镲	iah
岔	iaj
叉	ial
嵖	iam
侘	iao
杈	iaq
察	iar
插	ias
刹	iat
碴	iau
姹	iaw
差	iaz
潮	ica
晁	icb
吵	icg
钞	ich
绰	ick
巢	icl
弨	icn
抄	ics
炒	icv
朝	icw
茝	idc
豺	idd
钗	idh
瘥	idi
侪	ido
柴	idt
虿	idw
差	idz
澈	iea
㬚	ieb
坼	iee
掣	iej
彻	ieo
扯	ies
砗	ieu
尺	iez
晨	ifb
谌	ife
嗔	ifg
疢	ifi
臣	ifk
琛	ifl
陈	ifn
郴	ifq
宸	ifr
抻	ifs
趁	ift
称	ifu
尘	ifv
辰	ify
澄	iga
晟	igb
城	ige
塍	igf
呈	igg
铖	igh
庱	igi
骋	igj
琤	igl
丞	ign
惩	igo
承	igp
橙	igq
宬	igr
撑	igs
程	igu
盛	igx
昌	ihb
菖	ihc
猖	ihd
场	ihe
肠	ihf
唱	ihg
长	ihh
厂	ihi
怅	ihn
偿	iho
尝	ihr
鲳	ihs
畅	iht
敞	ihv
娼	ihw
昶	ihx
阊	ihy
池	iia
匙	iib
茌	iic
耻	iid
赤	iie
胣	iif
嗤	iig
敕	iih
痴	iii
驰	iij
篪	iik
翅	iil
饬	iim
弛	iin
侈	iio
斥	iip
啻	iir
摛	iis
齿	iit
炽	iiv
媸	iiw
魑	iix
蚩	iiy
迟	iiz
潺	ija
禅	ijb
蒇	ijc
谄	ije
啴	ijg
铲	ijh
廛	iji
骣	ijj
缠	ijk
馋	ijm
颤	ijn
儳	ijo
蝉	ijp
梴	ijq
掺	ijs
躔	ijt
单	ijv
婵	ijw
刬	ijx
阐	ijy
孱	ijz
啜	ikg
搋	iks
踹	ikt
噇	ilg
床	ili
怆	iln
窗	ilr
幢	ilt
闯	ily
辍	iod
啜	iog
绰	iok
惙	ion
龊	iot
逴	ioy
船	ird
串	irg
钏	irh
川	irl
遄	irm
椽	irq
穿	irr
氚	irw
舛	iry
冲	isa
茺	isc
艟	isd
铳	ish
珫	isl
崇	ism
充	isn
虫	isp
宠	isr
摏	iss
种	isu
翀	isv
舂	isz
滁	iua
初	iub
䝙	iud
锄	iuh
厨	iui
绌	iuk
处	iul
除	iun
储	iuo
蜍	iup
楚	iuq
搐	ius
触	iut
础	iuu
矗	iuw
黜	iux
䢺	iuy
锤	ivh
圌	ivj
陲	ivn
倕	ivo
槌	ivq
捶	ivs
炊	ivv
垂	ivw
淳	iya
莼	iyc
堾	iye
醇	iyf
𬭚	iyh
纯	iyk
瑃	iyl
鹑	iyn
蝽	iyp
椿	iyq
䲠	iys
唇	iyy
蠢	iyz
瞅	izb
酬	izf
瘳	izi
筹	izk
丑	izn
仇	izo
杻	izq
畴	izt
愁	izu
侴	izv
臭	izx
津	jba
今	jbb
荩	jbc
谨	jbe
劲	jbf
噤	jbg
金	jbh
堇	jbi
筋	jbk
紧	jbl
馑	jbm
卺	jbn
仅	jbo
近	jbp
禁	jbq
赆	jbr
巾	jbt
烬	jbv
妗	jbw
殣	jby
尽	jbz
济	jia
集	jib
藉	jic
辑	jid
记	jie
肌	jif
唧	jig
棘	jih
基	jii
及	jij
级	jik
鸡	jil
饥	jim
际	jin
忌	jio
击	jip
机	jiq
寄	jir
技	jis
急	jit
积	jiu
奇	jiv
即	jiw
麂	jix
几	jiy
屐	jiz
净	jka
睛	jkb
警	jkc
猄	jkd
境	jke
颈	jkf
镜	jkh
痉	jki
静	jkl
精	jkm
京	jkn
径	jko
鲸	jks
竞	jkt
旌	jku
婧	jkw
麖	jkx
竟	jkz
江	jla
蒋	jlc
讲	jle
膙	jlf
缰	jlk
糨	jlm
降	jln
奖	jlo
豇	jlp
鳉	jls
礓	jlu
耩	jlw
匠	jly
姜	jlz
减	jma
睑	jmb
荐	jmc
舰	jmd
谏	jme
腱	jmf
键	jmh
鞯	jmi
剪	jmj
简	jmk
坚	jml
饯	jmm
件	jmo
建	jmp
检	jmq
贱	jmr
捡	jms
践	jmt
碱	jmu
剑	jmv
奸	jmw
戋	jmx
间	jmy
肩	jmz
浇	jna
焦	jnb
蕉	jnc
较	jnd
脚	jnf
嚼	jng
铰	jnh
骄	jnj
缴	jnk
剿	jnl
饺	jnm
交	jnn
侥	jno
蛟	jnp
椒	jnq
觉	jnr
搅	jns
角	jnt
礁	jnu
矫	jnv
娇	jnw
皎	jnx
教	jny
洁	jpa
睫	jpb
节	jpc
劫	jpe
嗟	jpg
皆	jph
疥	jpi
絜	jpl
阶	jpn
街	jpo
孑	jpp
杰	jpq
接	jps
解	jpt
秸	jpu
介	jpv
姐	jpw
戒	jpx
桀	jpy
届	jpz
酒	jqa
啾	jqg
疚	jqi
纠	jqk
旧	jql
九	jqm
鹫	jqn
韭	jqo
救	jqp
柩	jqq
究	jqr
揪	jqs
赳	jqt
舅	jqx
阄	jqy
涓	jra
隽	jrb
狷	jrd
鄄	jrf
鹃	jrg
镌	jrh
圈	jrj
绢	jrk
倦	jro
捐	jrs
焆	jrv
娟	jrw
眷	jrz
泂	jsa
炅	jsb
坰	jse
颎	jsh
𬳶	jsj
䌹	jsk
窘	jsr
炯	jsv
迥	jsy
扃	jsz
决	jta
矍	jtb
蕨	jtc
獗	jtd
诀	jte
嚼	jtg
镢	jth
厥	jti
𫘝	jtj
绝	jtk
珏	jtl
崛	jtm
倔	jto
孓	jtp
橛	jtq
掘	jts
角	jtt
砄	jtu
爝	jtv
爵	jtz
沮	jua
裾	jub
菊	juc
聚	jud
讵	jue
具	juf
咀	jug
锯	juh
鞠	jui
驹	juj
筥	juk
琚	jul
岠	jum
惧	jun
俱	juo
橘	juq
窭	jur
拒	jus
距	jut
砠	juu
举	juv
娵	juw
句	juy
局	juz
浃	jxa
茄	jxc
嘉	jxe
贾	jxf
斝	jxg
钾	jxh
痂	jxi
笳	jxk
珈	jxl
岬	jxm
假	jxo
夹	jxp
枷	jxq
甲	jxt
稼	jxu
嫁	jxw
加	jxx
浚	jya
晙	jyb
菌	jyc
均	jye
䐃	jyf
钧	jyh
骏	jyj
筠	jyk
珺	jyl
峻	jym
俊	jyo
君	jyp
皲	jyr
捃	jys
竣	jyt
焌	jyv
麇	jyx
胩	kaf
咖	kag
洘	kca
铐	kch
靠	kcj
栲	kcq
拷	kcs
烤	kcv
尻	kcz
蒈	kdc
垲	kde
铠	kdh
凯	kdm
慨	kdn
楷	kdq
揩	kds
炌	kdv
闿	kdy
渴	kea
瞌	keb
苛	kec
轲	ked
课	kee
咳	keg
克	keh
疴	kei
骒	kej
刻	kek
珂	kel
岢	kem
恪	ken
牁	keo
蝌	kep
柯	keq
客	ker
颗	ket
科	keu
炣	kev
氪	kew
匼	key
裉	kfb
啃	kfg
恳	kfw
吭	kgg
铿	kgh
硁	kgu
𡐓	khe
钪	khh
糠	khm
慷	khn
伉	kho
抗	khs
炕	khv
闶	khy
瞰	kjb
莰	kjc
堪	kje
勘	kji
崁	kjm
侃	kjo
槛	kjq
砍	kju
龛	kjv
阚	kjy
蒯	kkc
狯	kkd
块	kke
脍	kkf
哙	kkg
筷	kkk
侩	kko
㧟	kks
会	kkv
洭	kla
旷	klb
狂	kld
圹	kle
哐	klg
邝	kli
筐	klk
框	klq
贶	klr
矿	klu
夼	klv
匡	kly
廓	koi
蛞	kop
括	kos
阔	koy
髋	krl
宽	krr
埪	kse
恐	ksf
