length	source	sentence	hanzi
14	对话	可是人家有女朋友呀，而且比较叼	可是人家有女朋友呀而且比较叼
14	网文	从长期来看，运动能帮助稳定胃口	从长期来看运动能帮助稳定胃口
14	百科	新站名取自临近的智慧新城园区	新站名取自临近的智慧新城园区
14	传媒	二是对文化遗产进行数字化再现	二是对文化遗产进行数字化再现
14	对话	我得庆幸幸亏没有发合照的影子	我得庆幸幸亏没有发合照的影子
14	网文	维生素ｃ有助于铁吸收，可配伍应用	维生素有助于铁吸收可配伍应用
14	百科	该物种的模式产地在印度尼西亚	该物种的模式产地在印度尼西亚
14	传媒	喜茶将激励合伙人开出更好门店	喜茶将激励合伙人开出更好门店
14	对话	手机只是华为的一个小产品而已	手机只是华为的一个小产品而已
14	网文	中老年牛皮鲜应当怎么对症治疗	中老年牛皮鲜应当怎么对症治疗
14	百科	* 广平节侯刘德，建昭五年十二月封	广平节侯刘德建昭五年十二月封
14	传媒	山东日照：培养“新渔民” 走向深远海	山东日照培养新渔民走向深远海
14	对话	屏障肯定不好建议先不要化妆了	屏障肯定不好建议先不要化妆了
14	网文	那么，这部兵书有什么神奇之处呢	那么这部兵书有什么神奇之处呢
14	百科	鲜血从美杜莎的头部和颈部涌出	鲜血从美杜莎的头部和颈部涌出
14	传媒	办好实事惠民生 点点滴滴暖民心	办好实事惠民生点点滴滴暖民心
14	对话	在相机里但是发现读卡器不见了	在相机里但是发现读卡器不见了
14	网文	湖南健康产业已达到一千多亿元	湖南健康产业已达到一千多亿元
14	百科	* 永井玄蕃头→永井主水正：尾上菊藏	永井玄蕃头永井主水正尾上菊藏
14	传媒	消息传来，全行业倍感振奋与鼓舞	消息传来全行业倍感振奋与鼓舞
14	对话	等姐姐赚了大钱再来找你们挥霍	等姐姐赚了大钱再来找你们挥霍
14	网文	一只足球有多少人：足球有多少人	一只足球有多少人足球有多少人
14	百科	其家绝灭者，则飞游妄走，中之则毙	其家绝灭者则飞游妄走中之则毙
14	传媒	这些有关年休假的问题，一起来看	这些有关年休假的问题一起来看
14	对话	等你有能力的时候还能照顾我呢	等你有能力的时候还能照顾我呢
14	网文	如果孩子做对了，家长就要表扬他	如果孩子做对了家长就要表扬他
14	百科	桓虞对于袁安的说法亦表示赞同	桓虞对于袁安的说法亦表示赞同
14	传媒	全国首批出版专业行业博导受聘	全国首批出版专业行业博导受聘
14	对话	对于宅男大太阳在家也是各种躺	对于宅男大太阳在家也是各种躺
14	网文	然而，二者根据各自职责有所区别	然而二者根据各自职责有所区别
14	百科	* 香港创新及科技局局长(当然委员)	香港创新及科技局局长当然委员
14	传媒	以军袭击加沙多地致数十人死亡	以军袭击加沙多地致数十人死亡
14	对话	恩恩，好麻烦啊，我现在又懒得看了	恩恩好麻烦啊我现在又懒得看了
14	网文	有人有钱就变坏，有人变坏才有钱	有人有钱就变坏有人变坏才有钱
14	百科	光阴一去不复环，趁着童龄好发愤	光阴一去不复环趁着童龄好发愤
14	传媒	交口县“连提改建”加快交通网建设	交口县连提改建加快交通网建设
14	对话	我们昨晚见今早就又各自去忙了	我们昨晚见今早就又各自去忙了
14	网文	”于老师是这样说的，也是这样做的	于老师是这样说的也是这样做的
14	百科	* 法兰克-普罗旺斯语，又称阿皮坦语	法兰克普罗旺斯语又称阿皮坦语
14	传媒	唯有坚定文化认同，守护文化根脉	唯有坚定文化认同守护文化根脉
14	对话	好吧，还以为你买呢，我买了啊，吃的	好吧还以为你买呢我买了啊吃的
14	网文	“国运兴隆时日到，四时下种太平粮	国运兴隆时日到四时下种太平粮
14	百科	粗尾婴猴圆脑、大耳、相对小的眼睛	粗尾婴猴圆脑大耳相对小的眼睛
14	传媒	“电量救星”变身“钱包刺客”亟须规范	电量救星变身钱包刺客亟须规范
14	对话	看腿都能看出来好看你怪厉害呢	看腿都能看出来好看你怪厉害呢
14	网文	其缺点是价钱较贵，而且耐用性差	其缺点是价钱较贵而且耐用性差
14	百科	* 中央委员会干部局处长格里高利	中央委员会干部局处长格里高利
14	传媒	“瞧，这就是当年我们住过的宿营车	瞧这就是当年我们住过的宿营车
14	对话	这是真的多的是什么我也不知道	这是真的多的是什么我也不知道
14	网文	疯狂的足球高清完整版下载地址	疯狂的足球高清完整版下载地址
14	百科	唐昭宗年间，萧顷中进士，步入仕途	唐昭宗年间萧顷中进士步入仕途
14	传媒	现在，只要鼠标一点，‘病灶’就找到啦	现在只要鼠标一点病灶就找到啦
14	对话	我绝对没有脱机，那你跟我说句话	我绝对没有脱机那你跟我说句话
14	网文	人类始终把吃饭作为第一件大事	人类始终把吃饭作为第一件大事
14	百科	荀恺，字茂伯（一作子举），颍川颍阴人	荀恺字茂伯一作子举颍川颍阴人
14	传媒	生态保护再升级 绿水青山更添彩	生态保护再升级绿水青山更添彩
14	对话	哎~哈哈哈哈~明天就不要发了好吗~	哎哈哈哈哈明天就不要发了好吗
14	网文	主要症状是恶心、呕吐、腹痛、腹泻等	主要症状是恶心呕吐腹痛腹泻等
14	百科	* 陈增建：南京农业大学农学院教授	陈增建南京农业大学农学院教授
14	传媒	我对水墨画有着一种特别的爱好	我对水墨画有着一种特别的爱好
14	对话	可是已经没什么资格去照顾她了	可是已经没什么资格去照顾她了
14	网文	交通管理设施缺乏，管理水平不高	交通管理设施缺乏管理水平不高
14	百科	* 副主任委员：吴桂英（女）、邱献锋、林丹	副主任委员吴桂英女邱献锋林丹
14	传媒	或许，这些时段更适合构思和抒情	或许这些时段更适合构思和抒情
14	对话	听说入藏前跟出藏后完全两个样	听说入藏前跟出藏后完全两个样
14	网文	叶对生，椭圆形至阔卵形，叶柄粗壮	叶对生椭圆形至阔卵形叶柄粗壮
14	百科	李德裕执政后，推行「政归中书」之策	李德裕执政后推行政归中书之策
14	传媒	劳模工匠登场推荐好书分享感悟	劳模工匠登场推荐好书分享感悟
14	对话	哈哈，莫怀念，以前现在他都是你的	哈哈莫怀念以前现在他都是你的
14	网文	座城市的热相关死亡率进行建模	座城市的热相关死亡率进行建模
14	百科	汉高犒师忧灞上，屈瑕举趾狃蒲骚	汉高犒师忧灞上屈瑕举趾狃蒲骚
14	传媒	二是以党建引领作用发挥来检验	二是以党建引领作用发挥来检验
14	对话	重庆和成都我可以给你推荐吃的	重庆和成都我可以给你推荐吃的
14	网文	保罗毫不隐瞒的说到三类人的罪	保罗毫不隐瞒的说到三类人的罪
14	百科	此事传开后令远近各人都佩服他	此事传开后令远近各人都佩服他
14	传媒	当好社区“火车头” 做好群众贴心人	当好社区火车头做好群众贴心人
14	对话	帅哥专门学摄影的吧，拍的很好哦	帅哥专门学摄影的吧拍的很好哦
14	网文	千古中锋神至上，八方使转意为先	千古中锋神至上八方使转意为先
14	百科	大部分合拍剧形式属于「联合制作」	大部分合拍剧形式属于联合制作
14	传媒	躬耕五载结硕果，风劲潮涌再出发	躬耕五载结硕果风劲潮涌再出发
14	对话	可是很难过的就是又要等一周呀	可是很难过的就是又要等一周呀
14	网文	这么难找的墓，还是被他们发现了	这么难找的墓还是被他们发现了
14	百科	* 小鸡方：有十五枚称为小鸡的棋子	小鸡方有十五枚称为小鸡的棋子
14	传媒	”国华丰宁新能源产业园负责人说	国华丰宁新能源产业园负责人说
14	对话	并没有，我有作为一个胖子的自觉	并没有我有作为一个胖子的自觉
14	网文	非惯性系中的惯性力无反作用力	非惯性系中的惯性力无反作用力
14	百科	斜体字表示该名球员入选名人堂	斜体字表示该名球员入选名人堂
14	传媒	是什么带动新能源装机规模“飞跃”	是什么带动新能源装机规模飞跃
14	对话	恩恩是的所以没什么的一起加油~	恩恩是的所以没什么的一起加油
14	网文	孝武大明七年，度属南徐，八年，复旧	孝武大明七年度属南徐八年复旧
14	百科	德意志人民联盟因内部分裂落选	德意志人民联盟因内部分裂落选
14	传媒	用坚实的履职助力黄河长治久安	用坚实的履职助力黄河长治久安
14	对话	有没有搜过为什么饿了肚子会叫	有没有搜过为什么饿了肚子会叫
14	网文	通常采用扦插、压条和分株法繁殖	通常采用扦插压条和分株法繁殖
14	百科	惠民专区迁回滨县北镇的两大院	惠民专区迁回滨县北镇的两大院
14	传媒	白玉晶代表作为听证员应邀参会	白玉晶代表作为听证员应邀参会
14	对话	你们周末玩都不带休息的，连着来	你们周末玩都不带休息的连着来
14	网文	申请生活津贴绝对不是丢脸的事	申请生活津贴绝对不是丢脸的事
14	百科	任官有良好名声，治绩不逊于父兄	任官有良好名声治绩不逊于父兄
14	传媒	本报记者 博达    通讯员 陈晓宇  文/图	本报记者博达通讯员陈晓宇文图
14	对话	我觉得有点硬了，不过味道还行吧	我觉得有点硬了不过味道还行吧
14	网文	盖棺论定，大家对她有什么话要说	盖棺论定大家对她有什么话要说
14	百科	该物种的模式产地在印度大吉岭	该物种的模式产地在印度大吉岭
14	传媒	蒋成兵曾经带过一个“徒弟”郭振龙	蒋成兵曾经带过一个徒弟郭振龙
14	对话	在没有另一半时，先练习着，爱自己	在没有另一半时先练习着爱自己
14	网文	回到家乡后，他一边养病，一边编著	回到家乡后他一边养病一边编著
14	百科	无边身菩萨一说即地藏菩萨化身	无边身菩萨一说即地藏菩萨化身
14	传媒	“这里离患者近，离学术前沿也很近	这里离患者近离学术前沿也很近
15	百科	* 岩野村、岳间村、广见村合并为鹿北村	岩野村岳间村广见村合并为鹿北村
15	传媒	西宁市“沐暖阳” 围炉煮茶嘉年华启动	西宁市沐暖阳围炉煮茶嘉年华启动
15	对话	城城，咱们一起买，他们就会说我土了	城城咱们一起买他们就会说我土了
15	网文	”只要你努力工作，你的梦想就会实现	只要你努力工作你的梦想就会实现
15	百科	本鱼体延长而侧扁，眼大，口大略下位	本鱼体延长而侧扁眼大口大略下位
15	传媒	（二）供地震监测使用的山洞、观测井（泉）	二供地震监测使用的山洞观测井泉
15	对话	他一个月工资都是我门几年的钱了	他一个月工资都是我门几年的钱了
15	网文	但是，我们也看到了中国的巨大变化	但是我们也看到了中国的巨大变化
15	百科	有资格获得诺贝尔化学奖的候选人	有资格获得诺贝尔化学奖的候选人
15	传媒	消费毫无疑问是明年稳增长的重点	消费毫无疑问是明年稳增长的重点
15	对话	不顺只是暂时的~运气一定会变好的	不顺只是暂时的运气一定会变好的
15	网文	《路史》二十九卷紧接着“艾”的条文是“佚”	路史二十九卷紧接着艾的条文是佚
15	百科	但蓝骰闪避在遇到蓝骰时便会中断	但蓝骰闪避在遇到蓝骰时便会中断
15	传媒	这份小小的愿望让黄长春很受触动	这份小小的愿望让黄长春很受触动
15	对话	我号去，至少呆两天，还不确定几号回	我号去至少呆两天还不确定几号回
15	网文	箨葉卵狀披针形，基部不收缩，向兩侧延伸成箨耳	箨披针形基部收缩向侧延伸成箨耳
15	百科	* 芹泽荣作 - 石坂浩二（香港配音：谭炳文）	芹泽荣作石坂浩二香港配音谭炳文
15	传媒	当庄稼遭到破坏后，老百姓尤为痛恨	当庄稼遭到破坏后老百姓尤为痛恨
15	对话	你怎么知道我看不中~元芳告诉你了	你怎么知道我看不中元芳告诉你了
15	网文	”是事半功倍，“故事半古之人，功必倍之	是事半功倍故事半古之人功必倍之
15	百科	* 小雷·潘贝鲁特：露西和奈勒斯的弟弟	小雷潘贝鲁特露西和奈勒斯的弟弟
15	传媒	中国承建突尼斯大桥项目稳步推进	中国承建突尼斯大桥项目稳步推进
15	对话	还有做饭...现在做饭滴女孩儿太少了	还有做饭现在做饭滴女孩儿太少了
15	网文	劳动人口的薪资水准年年持续降低	劳动人口的薪资水准年年持续降低
15	百科	这些作品很快引起了导演们的兴趣	这些作品很快引起了导演们的兴趣
15	传媒	黄河韩城段出现今年入冬首次流凌	黄河韩城段出现今年入冬首次流凌
15	对话	我今天想找十遍法华经，你替我抄吧	我今天想找十遍法华经你替我抄吧
15	网文	如果考虑由此免于焦虑，其实更幸福	如果考虑由此免于焦虑其实更幸福
15	百科	* 瑞典皇家科学院的瑞典和外国成员;	瑞典皇家科学院的瑞典和外国成员
15	传媒	近期儿童家具消费市场也较为活跃	近期儿童家具消费市场也较为活跃
15	对话	做好了，吃起来很快，那是因为我饿了	做好了吃起来很快那是因为我饿了
15	网文	为本次首航增添了科技感，首航当天	为本次首航增添了科技感首航当天
15	百科	李婷是中国网球运动员，籍贯为湖北	李婷是中国网球运动员籍贯为湖北
15	传媒	以司法救助彰显公平正义（暖闻热评）	以司法救助彰显公平正义暖闻热评
15	对话	就是啊也许经历多了就慢慢懂得了	就是啊也许经历多了就慢慢懂得了
15	网文	台湾气候多雨，建筑物的特色是骑楼	台湾气候多雨建筑物的特色是骑楼
15	百科	* 剧本　中井多津夫、杉山义法、须藤出穗	剧本中井多津夫杉山义法须藤出穗
15	传媒	美报告首例人感染禽流感重症病例	美报告首例人感染禽流感重症病例
15	对话	没有搭昨晚的飞机恐怖，简直是噩梦	没有搭昨晚的飞机恐怖简直是噩梦
15	网文	这一点，可以从中印边防斗争中看出	这一点可以从中印边防斗争中看出
15	百科	曾在伊朗等国家和地区担任驻在员	曾在伊朗等国家和地区担任驻在员
15	传媒	面对“绳王”的优异成绩，大家连连赞叹	面对绳王的优异成绩大家连连赞叹
15	对话	好意思说、多努力才能攒九件脏衣服	好意思说多努力才能攒九件脏衣服
15	网文	线上乐投的画家都喜欢来这里写生	线上乐投的画家都喜欢来这里写生
15	百科	五原战役后，绥西作战正式宣告结束	五原战役后绥西作战正式宣告结束
15	传媒	”派出所民警叶仁生·哈西巴依尔介绍	派出所民警叶仁生哈西巴依尔介绍
15	对话	是的''还难受喔'''涂睫毛膏太太麻烦了	是的还难受喔涂睫毛膏太太麻烦了
15	网文	环卫工人的地位和待遇也不断提升	环卫工人的地位和待遇也不断提升
15	百科	以及多细胞的一种黏菌--盘基网柄菌	以及多细胞的一种黏菌盘基网柄菌
15	传媒	三、助力筑牢青藏高原安全稳定屏障	三助力筑牢青藏高原安全稳定屏障
15	对话	呃，好吧，从道德层面上还是不选你了	呃好吧从道德层面上还是不选你了
15	网文	哪里买足球门票：恒大门票在哪里买	哪里买足球门票恒大门票在哪里买
15	百科	他对于语言发展的研究则较为粗浅	他对于语言发展的研究则较为粗浅
15	传媒	吴少玉代表： 汇聚海洋公益保护合力	吴少玉代表汇聚海洋公益保护合力
15	对话	打篮球啊，小心点啊，也要注意身体啊	打篮球啊小心点啊也要注意身体啊
15	网文	发货期间，她不停地看手机回复信息	发货期间她不停地看手机回复信息
15	百科	溢洪道的泄水道开挖和浆砌石砌护	溢洪道的泄水道开挖和浆砌石砌护
15	传媒	从纯碱化纤到“芯片血液”的进阶之路	从纯碱化纤到芯片血液的进阶之路
15	对话	一窍不通，等开学后希望找人带着踢	一窍不通等开学后希望找人带着踢
15	网文	生长习性 雏菊性喜冷凉气候，忌炎热	生长习性雏菊性喜冷凉气候忌炎热
15	百科	速见郡是位于日本大分县的一个郡	速见郡是位于日本大分县的一个郡
15	传媒	《归绥识略》把大青山形容为“画屏森列”	归绥识略把大青山形容为画屏森列
15	对话	，，，，，有吗今年感觉挺暖和的你那多冷啊	有吗今年感觉挺暖和的你那多冷啊
15	网文	这类诗还有如《济上四贤咏》《陇头吟》等	这类诗还有如济上四贤咏陇头吟等
15	百科	治所约在今越南河静省香溪县境内	治所约在今越南河静省香溪县境内
15	传媒	西藏首个滑雪宝藏地正式对外开放	西藏首个滑雪宝藏地正式对外开放
15	对话	我百度了一下，就是那一星期不吃肉	我百度了一下就是那一星期不吃肉
15	网文	了解以上内容后请阅读下面的内容	了解以上内容后请阅读下面的内容
15	百科	* 委员：王虹锦、李玉莲（女）、连明源、曾燕（女）	委员王虹锦李玉莲女连明源曾燕女
15	传媒	加大农户和县域小微金融支持力度	加大农户和县域小微金融支持力度
15	对话	非常难过的一天恨不得全世界爆炸	非常难过的一天恨不得全世界爆炸
15	网文	第六，上下班缺失了员工的本人尘俗	第六上下班缺失了员工的本人尘俗
15	百科	金牛街，曾位于昆明市中心，盘龙江边	金牛街曾位于昆明市中心盘龙江边
15	传媒	战争是一门充满巨大创造性的科学	战争是一门充满巨大创造性的科学
15	对话	现在这是穿短袖也热的节奏，太热了	现在这是穿短袖也热的节奏太热了
15	网文	边线的长度必定大于球门线的长度	边线的长度必定大于球门线的长度
15	百科	* 胎儿的头部占了将近胎儿身体一半	胎儿的头部占了将近胎儿身体一半
15	传媒	既然是尊贵的人，就应该是高尚的人	既然是尊贵的人就应该是高尚的人
15	对话	表示不会花钱去电影院看这种电影	表示不会花钱去电影院看这种电影
15	网文	一亩地大概是标准球场的十分之一	一亩地大概是标准球场的十分之一
15	百科	是市长选举和制定市政规章的地方	是市长选举和制定市政规章的地方
15	传媒	承德国际人力资源服务产业园开园	承德国际人力资源服务产业园开园
15	对话	能睡晚一点的，有谁会想这么早起啊	能睡晚一点的有谁会想这么早起啊
15	网文	物理学院党委书记汪本聪首先致辞	物理学院党委书记汪本聪首先致辞
15	百科	丰觥，是商末周初时期的一件青铜觥	丰觥是商末周初时期的一件青铜觥
15	传媒	下一步将由国会参议院表决该法案	下一步将由国会参议院表决该法案
15	对话	胖丁感觉颜色太持久了，我都卸不掉	胖丁感觉颜色太持久了我都卸不掉
15	网文	古希腊有句话叫：人啊，认识你自己吧	古希腊有句话叫人啊认识你自己吧
15	百科	狗血门事件发生之后，吕宽在外逃亡	狗血门事件发生之后吕宽在外逃亡
15	传媒	此时枫红菊黄，是游玩观景的好时节	此时枫红菊黄是游玩观景的好时节
15	对话	我不用的~她会臣服与我的零食之下	我不用的她会臣服与我的零食之下
15	网文	同时年代也比较久远，在五六千年前	同时年代也比较久远在五六千年前
15	百科	二战后，这栋别墅曾被盟军用作总部	二战后这栋别墅曾被盟军用作总部
15	传媒	”大荒地“相约客栈”负责人杨红伟介绍	大荒地相约客栈负责人杨红伟介绍
15	对话	我现在手机的天气预报被我卸载了	我现在手机的天气预报被我卸载了
15	网文	冷拉扁钢的加工工艺有什么优越性	冷拉扁钢的加工工艺有什么优越性
15	百科	原本国民政府明定清明节并不放假	原本国民政府明定清明节并不放假
15	传媒	守护美好生活，做养老金融的实践者	守护美好生活做养老金融的实践者
15	对话	火锅我在重庆成都吃了七八顿火锅	火锅我在重庆成都吃了七八顿火锅
15	网文	二是要建立防灾减灾工作长效机制	二是要建立防灾减灾工作长效机制
15	百科	设置上目黑一丁目至上目黑五丁目	设置上目黑一丁目至上目黑五丁目
15	传媒	这是时隔半个月后，他再次到访成都	这是时隔半个月后他再次到访成都
15	对话	昨晚看了利物浦，今天要早点休息了	昨晚看了利物浦今天要早点休息了
15	网文	像你这样的小人，我怎么不鄙视你呢	像你这样的小人我怎么不鄙视你呢
15	百科	改编自红极一时的网络小说《悟空传》	改编自红极一时的网络小说悟空传
15	传媒	如今，这段历史依然被人们广为传颂	如今这段历史依然被人们广为传颂
15	对话	就是分店呀~~你的分店我找不到了哎	就是分店呀你的分店我找不到了哎
15	网文	此外，孕期缺钙有可能引起手脚麻木	此外孕期缺钙有可能引起手脚麻木
15	百科	* 刘超 (清朝)：陕西大兴人，清朝政治人物	刘超清朝陕西大兴人清朝政治人物
15	传媒	倘若火势得不到控制，小镇必遭凶险	倘若火势得不到控制小镇必遭凶险
15	对话	没有，看回放的，什么时候组织一场啊	没有看回放的什么时候组织一场啊
15	网文	基础理论包括什么是认知、动机、情绪	基础理论包括什么是认知动机情绪
15	百科	古时港内满潮时，水深可达八尺左右	古时港内满潮时水深可达八尺左右
15	传媒	直到这次演训任务，他们才初露锋芒	直到这次演训任务他们才初露锋芒
15	对话	这些镜头我不知道还要多久买的起··	这些镜头我不知道还要多久买的起
15	网文	有个女生叫郭绮珊，军训中摆同边手	有个女生叫郭绮珊军训中摆同边手
15	百科	，使用了来自贝特梅里神庙的罗马柱	使用了来自贝特梅里神庙的罗马柱
15	传媒	胡塞武装说美英空袭也门首都萨那	胡塞武装说美英空袭也门首都萨那
15	对话	天天发咯这么美的了迷倒一大片了	天天发咯这么美的了迷倒一大片了
15	网文	成都计算机学校：男生学什么专业好	成都计算机学校男生学什么专业好
15	百科	他自己也会吹奏笛子，常与四人相和	他自己也会吹奏笛子常与四人相和
15	传媒	没有国家标准的，应当符合行业标准	没有国家标准的应当符合行业标准
15	对话	别拿薛之谦的歌词来形容我家女神	别拿薛之谦的歌词来形容我家女神
15	网文	主要来源是高浓度工艺的含油污水	主要来源是高浓度工艺的含油污水
15	百科	钙的缺乏将影响骨骼和牙齿的形成	钙的缺乏将影响骨骼和牙齿的形成
15	传媒	项目合并的同时，价格也会相应调整	项目合并的同时价格也会相应调整
15	对话	你可以控制你的大脑什么都不想吗	你可以控制你的大脑什么都不想吗
15	网文	数据显示空气好转，公众为啥没感觉	数据显示空气好转公众为啥没感觉
15	百科	他的目标是以美国的方式训练儿童	他的目标是以美国的方式训练儿童
15	传媒	舞台剧《一日三秋》将登台国家大剧院	舞台剧一日三秋将登台国家大剧院
15	对话	总结太到位，至少接触的很多都这样	总结太到位至少接触的很多都这样
15	网文	体育锻炼已成为全世界减肥的趋势	体育锻炼已成为全世界减肥的趋势
15	百科	饥饿难忍耐，人民死大半，其余皆流离	饥饿难忍耐人民死大半其余皆流离
15	传媒	批评的阵地、平台建设得到大大加强	批评的阵地平台建设得到大大加强
15	对话	有空去店里尝试自己一个人不要煮	有空去店里尝试自己一个人不要煮
15	网文	”怒气就像炸弹一样，是极具杀伤力的	怒气就像炸弹一样是极具杀伤力的
15	百科	相关更改引起宝安老城区居民不满	相关更改引起宝安老城区居民不满
15	传媒	”“大家对到区外就业还存在哪些顾虑	大家对到区外就业还存在哪些顾虑
15	对话	哈哈哈哈，我觉得专职肉家膜挺好的	哈哈哈哈我觉得专职肉家膜挺好的
15	网文	一方面饮食宜清淡，同时要富有营养	一方面饮食宜清淡同时要富有营养
15	百科	* *词：易茗、曲：徐沛东、演唱：周子寒、王中平	词易茗曲徐沛东演唱周子寒王中平
15	传媒	”洋县金水九年制学校老师余金明说	洋县金水九年制学校老师余金明说
15	对话	你这么优秀他们肯定希望你留下来	你这么优秀他们肯定希望你留下来
15	网文	我知道这都是因为我的心不够强大	我知道这都是因为我的心不够强大
15	百科	* 张晓 (成化进士)，成化五年己丑科进士	张晓成化进士成化五年己丑科进士
15	传媒	加快打造新时代更高水平“天府粮仓”	加快打造新时代更高水平天府粮仓
15	对话	经历了这些，之后你就会得心应手啦	经历了这些之后你就会得心应手啦
15	网文	由此看，盛极而衰恐怕是大概率事件	由此看盛极而衰恐怕是大概率事件
15	百科	经常和铃子搭挡，但也经常和她吵架	经常和铃子搭挡但也经常和她吵架
15	传媒	可谁能想到,这里曾经捕鸟卖鸟成风	可谁能想到这里曾经捕鸟卖鸟成风
15	对话	可是小烦恼有时也会让人溃不成军	可是小烦恼有时也会让人溃不成军
15	网文	人工智能需要大量算法工程师人才	人工智能需要大量算法工程师人才
15	百科	能够操纵大地和自然之力的气道师	能够操纵大地和自然之力的气道师
15	传媒	完善顶层设计，构建高质量工程体系	完善顶层设计构建高质量工程体系
15	对话	因为你说十一点后不许打扰你睡觉	因为你说十一点后不许打扰你睡觉
15	网文	王巍介绍，此次对文明有了重新界定	王巍介绍此次对文明有了重新界定
15	百科	软件正日益取代基于纸张的工作表	软件正日益取代基于纸张的工作表
15	传媒	山西的过年美食种类繁多、口味各异	山西的过年美食种类繁多口味各异
15	对话	嘿~你真好人...也难怪都想去玩下~哈哈	嘿你真好人也难怪都想去玩下哈哈
15	网文	“阅读马拉松”赋予读书别样的仪式感	阅读马拉松赋予读书别样的仪式感
15	百科	* 魔王勇者（农场主、审问僧兵、白夜将官）	魔王勇者农场主审问僧兵白夜将官
15	传媒	分组审议中，这一规定引起广泛关注	分组审议中这一规定引起广泛关注
15	对话	我休年假了，出去玩了啊，十一之后吧	我休年假了出去玩了啊十一之后吧
15	网文	是识，这种识体现在他筑长城，开灵渠	是识这种识体现在他筑长城开灵渠
15	百科	其标语是“觉醒吧，尚未谋面的伙伴们”	其标语是觉醒吧尚未谋面的伙伴们
15	传媒	中国共产党是勇于自我革命的政党	中国共产党是勇于自我革命的政党
15	对话	我觉得你每日酷图也得发个原图吧……	我觉得你每日酷图也得发个原图吧
15	网文	那时候的他，还是沉迷于网战的“小将”	那时候的他还是沉迷于网战的小将
15	百科	索尼经典电影购得影片全球发行权	索尼经典电影购得影片全球发行权
15	传媒	三是以信任思维推进教育数字融合	三是以信任思维推进教育数字融合
15	对话	今晚上，现在我还在单位做屁屁踢呢	今晚上现在我还在单位做屁屁踢呢
15	网文	，伴有头晕、头痛、冷汗、全身无力等症状	伴有头晕头痛冷汗全身无力等症状
15	百科	另外有两座城市主要以「大学城」闻名：	另外有两座城市主要以大学城闻名
15	传媒	广州长隆孟加拉虎“五胞胎”亮相“开荤”	广州长隆孟加拉虎五胞胎亮相开荤
15	对话	那就是替身也要砸成本，所以你懂的	那就是替身也要砸成本所以你懂的
15	网文	它具有体积小、效率高、寿命长等优点	它具有体积小效率高寿命长等优点
15	百科	分离出的致病菌以大肠杆菌占首位	分离出的致病菌以大肠杆菌占首位
15	传媒	以“党建红”打底，绘出乡村振兴“产业金”	以党建红打底绘出乡村振兴产业金
15	对话	嘘那是我的点钞卷好几万呢要不要	嘘那是我的点钞卷好几万呢要不要
15	网文	楚国虽然复国，但元气大伤，一蹶不振	楚国虽然复国但元气大伤一蹶不振
15	百科	* 形成更多的肌肉组织和骨，骨骼变硬	形成更多的肌肉组织和骨骨骼变硬
15	传媒	这里放眼望去，到处都是雪，特别好看	这里放眼望去到处都是雪特别好看
15	对话	最近困的早〜而且睡得晚脸上起痘痘〜	最近困的早而且睡得晚脸上起痘痘
15	网文	人性中善良的一面往往会大获全胜	人性中善良的一面往往会大获全胜
15	百科	作为教师，他不喜欢美国的初等学校	作为教师他不喜欢美国的初等学校
15	传媒	违反国家法律法规，违规设立“小金库”	违反国家法律法规违规设立小金库
15	对话	有没有西瓜可乐烤肉火锅寿司牛排	有没有西瓜可乐烤肉火锅寿司牛排
15	网文	四是执着梦想、敢争第一，跑好第一棒	四是执着梦想敢争第一跑好第一棒
15	百科	富士屋酒店的创业者是山口仙之助	富士屋酒店的创业者是山口仙之助
15	传媒	现在，大家上课的精神状态比以前好	现在大家上课的精神状态比以前好
15	对话	还好有别个好心人资助我吃了饭啊	还好有别个好心人资助我吃了饭啊
15	网文	（全媒体记者 王勇 通讯员 刘亚磊 郑娜）	全媒体记者王勇通讯员刘亚磊郑娜
15	百科	置于门户之间，则魑魅丑类，自然退伏	置于门户之间则魑魅丑类自然退伏
15	传媒	如果你是有志者，何不来此一试身手	如果你是有志者何不来此一试身手
15	对话	亮锅辛苦，面包会有的，爱情也会有的	亮锅辛苦面包会有的爱情也会有的
15	网文	在生命的最后几年还发奋钻研医学	在生命的最后几年还发奋钻研医学
15	百科	旧皮耶巴尔加堂区内的城镇和村庄	旧皮耶巴尔加堂区内的城镇和村庄
15	传媒	四川：启动新一轮检察对口援助工作	四川启动新一轮检察对口援助工作
15	对话	又有啥啊，我在路上呢，晚上回家的吧	又有啥啊我在路上呢晚上回家的吧
15	网文	高新技术企业认定研发立项是什么	高新技术企业认定研发立项是什么
15	百科	缪贤照做后果然得到惠文王的赦免	缪贤照做后果然得到惠文王的赦免
15	传媒	张允和与语言文字学家周有光结合	张允和与语言文字学家周有光结合
15	对话	那我之前和你说的话都是和谁说的	那我之前和你说的话都是和谁说的
15	网文	四是深入贯彻落实团相关文件精神	四是深入贯彻落实团相关文件精神
15	百科	过去和信长敌对、但却被藤吉郎打败	过去和信长敌对但却被藤吉郎打败
15	传媒	之前可能确实申请过，或者是看单位	之前可能确实申请过或者是看单位
15	对话	你要控制你自己，我也要控制我自己	你要控制你自己我也要控制我自己
15	网文	如果口号变成口号，那就没有乐趣了	如果口号变成口号那就没有乐趣了
15	百科	在他首个葡超球季，他主要担任左闸	在他首个葡超球季他主要担任左闸
